Datetime,BPCL_CIPLA,CIPLA_NTPC,ADANIENT_TATACONSUM,EICHERMOT_M&M,HDFCBANK_ICICIBANK
2025-01-01 03:45:00+00:00,-1.8036870052797014,1.8913770501387963,2.4132255713092,-2.256312243608274,0.47665975414378253
2025-01-01 04:45:00+00:00,-1.9818403190727458,2.091423473546504,2.4717256690549227,-2.3735759520469046,0.45797145618309587
2025-01-01 05:45:00+00:00,-1.9801450608072053,2.1476886466081657,2.7048764119136592,-2.318853842403379,0.46731234595556326
2025-01-01 06:45:00+00:00,-2.034439926784009,2.1680068377483632,2.572928664515343,-2.254358802762132,0.5100340427934915
2025-01-01 07:45:00+00:00,-1.9835376485151535,2.119556060077335,2.6677254173709555,-2.102307242537842,0.6341870484119839
2025-01-01 08:45:00+00:00,-1.5288200876877347,1.677261471748611,2.5763449797335616,-2.1326003672178215,0.5914653515740558
2025-01-01 09:45:00+00:00,-1.2675266276928605,1.4412671125137515,2.5148544333447322,-2.1326003672178215,0.655547896830948
2025-01-02 03:45:00+00:00,-1.572932012598527,1.7413381784838442,2.5400493671367066,-2.267061416881815,0.7756920767620243
2025-01-02 04:45:00+00:00,-1.7476958454489238,1.860119468576262,2.5690849189524583,-2.199830414902567,0.6435311973923272
2025-01-02 05:45:00+00:00,-1.5474834624351828,1.6491298391234677,2.4490942748179068,-1.336183393110952,0.6688943530829558
2025-01-02 06:45:00+00:00,-1.5983826339387381,1.6616317270616565,2.4849640208396493,-1.2730558574914543,0.7316406231107093
2025-01-02 07:45:00+00:00,-1.6272279141637642,1.6600692295458048,2.6399695503066116,-0.9474543904957914,0.7543312283430602
2025-01-02 08:45:00+00:00,-1.7137606480735421,1.7569688770764862,2.806077322348008,-0.9486272184390782,0.639525630912787
2025-01-02 09:45:00+00:00,-1.5915964229344086,1.647565433796241,2.7860089464094333,-0.9806791078867367,0.672899919562496
2025-01-03 03:45:00+00:00,-1.096160560492579,1.1052490646221942,2.878242159710087,-0.9267376111460661,0.445958015952351
2025-01-03 04:45:00+00:00,-1.1368788621069899,1.0818030167332313,2.7796032250611438,-0.835075715614268,0.35250674852529
2025-01-03 05:45:00+00:00,-0.7144012403894123,0.6488891369337421,2.7129882058449866,-0.7950115695255714,0.31646316862517954
2025-01-03 06:45:00+00:00,-0.7992366448567827,0.7754819606997314,2.6583323749186665,-0.8675188658078563,0.34850118204574976
2025-01-03 07:45:00+00:00,-0.9298813036773529,0.9520861518412258,2.5251033789993884,-0.8769005350596482,0.29911114589363164
2025-01-03 08:45:00+00:00,-0.850137887537205,0.8864459936844535,2.4601975599053767,-0.9134481059074889,0.20565987846657063
2025-01-03 09:45:00+00:00,-0.6770724197176492,0.7364080759351888,2.458916832640933,-0.8700601520673946,0.16961629856646016
2025-01-06 03:45:00+00:00,-0.32755200313588995,0.3222470280429829,2.1864810710552707,-1.0352055871572974,-0.27092431160969804
2025-01-06 04:45:00+00:00,-0.41238533642639347,0.4285207067630876,1.9247222067254481,-0.883546241973439,-0.5058806073867994
2025-01-06 05:45:00+00:00,-0.4531057092176712,0.459778288325622,1.8329153812564243,-0.8804180645950062,-0.7154704882653965
2025-01-06 06:45:00+00:00,-0.3479106361488786,0.445712948965894,1.801316289885714,-0.8544240366477416,-0.7688693501049308
2025-01-06 07:45:00+00:00,-0.09849433989712299,0.2284723755440051,1.6514347119895618,-0.8102554699047925,-0.7888939232947562
2025-01-06 08:45:00+00:00,-0.44632053380177505,0.5394866475591844,1.6595475484339248,-0.796380027841823,-0.7942325057955593
2025-01-06 09:45:00+00:00,-0.4921318593318418,0.6113787035907385,1.6770544698436125,-0.7629587257834105,-0.8009073635255011
2025-01-07 03:45:00+00:00,-0.8280788183165084,0.945834253966444,1.803878265671119,-0.8202240302754789,-1.2160848180110309
2025-01-07 04:45:00+00:00,-1.0707089035639346,1.1130634600128277,1.7778300349593668,-1.0092134677990374,-1.1573473736706934
2025-01-07 05:45:00+00:00,-0.8484415936832309,0.8254942819809239,1.6949893428544838,-1.0174223091075425,-1.2521283979111413
2025-01-07 06:45:00+00:00,-0.8535284040682861,0.8301798667171045,1.8090016959854114,-1.0152713292994315,-1.3188769752105591
2025-01-07 07:45:00+00:00,-0.7466360015570861,0.7270302291230161,1.9025166790635446,-1.0371618908869458,-1.121300534562707
2025-01-07 08:45:00+00:00,-0.8043265620071383,0.7864223050277559,1.9584568860499336,-1.1084973135204461,-1.142661382981671
2025-01-07 09:45:00+00:00,-0.7958430215604012,0.7957982440285539,1.9712672862334768,-1.0961850058521907,-1.1787049628817816
2025-01-08 03:45:00+00:00,-0.8195952778697714,0.8817565933255235,2.0173849353968394,-1.2025029563498133,-1.535141713819098
2025-01-08 04:45:00+00:00,-0.8077191497150863,0.9098891798563543,1.8598163876314364,-1.247062783838692,-1.2507953818898785
2025-01-08 05:45:00+00:00,-0.7110065815045974,0.8801931419039843,1.783380374361807,-1.133122883151459,-1.2988524020207337
2025-01-08 06:45:00+00:00,-0.5650911356445271,0.8208058355276812,1.7624581802469363,-0.965043946761586,-1.2040713777802858
2025-01-08 07:45:00+00:00,-0.63295842362999,0.8239308305593848,1.909349309499982,-1.0397012685574796,-1.2547976891615429
2025-01-08 08:45:00+00:00,-0.5735726049143972,0.7957982440285539,1.8666490180678736,-1.0617874605179587,-1.2321038247213159
2025-01-08 09:45:00+00:00,-0.5752709699452382,0.7895473000594595,1.8833021213012655,-1.0623724430478487,-1.2881719778112517
2025-01-09 03:45:00+00:00,-0.26816514883186376,0.5926239638720805,1.8435907147427102,-1.207974881025815,-1.5031037003985277
2025-01-09 04:45:00+00:00,-0.624474883183253,0.800487644387484,1.4174306722110472,-1.2556619315986246,-1.5872075596373696
2025-01-09 05:45:00+00:00,-0.7008267472038863,0.839559621340652,1.5587709408051347,-1.304522764409223,-1.6365975957894876
2025-01-09 06:45:00+00:00,-0.6804650074255972,0.8958209787795642,1.4895949883166084,-1.4690813083802312,-1.8048053142671712
2025-01-09 07:45:00+00:00,-0.5650880288792267,0.7207783312482342,1.5664579106743857,-1.405369744525346,-1.9970431724142204
2025-01-09 08:45:00+00:00,-0.534549561565527,0.6754573181373464,1.4755049033816574,-1.3049130708606504,-1.8568679008775668
2025-01-09 09:45:00+00:00,-0.5532108651361082,0.7567243592640113,1.5216220312885023,-1.2638717272016318,-1.898256581694232
2025-01-10 03:45:00+00:00,-0.317370097658312,0.7504743692006042,0.9596720595651917,-1.4950762906219979,-1.6219181235162172
